,Text,Date,Sentiment,Tok_text
1407,"JK Lakshmi Cement extends rally, up 27% in 9 days; stock nears record high",2022-12-05 00:00:00,1,jk lakshmi cement extends rally days stock nears record high
1408,Metal index gains over 1% as China eases Covid-19 rules; Hindalco up 4%,2022-12-05 00:00:00,1,metal index gains china eases covid rules hindalco 
1409,Stock of this SME iron & steel products' company has zoomed 117% in 1 month,2022-12-05 00:00:00,1,stock sme iron steel products company zoomed month
1410,"CEAT, Apollo, JK Tyre: NCLAT relief may drive tyre stocks up to 16% higher",2022-12-05 00:00:00,1,ceat apollo jk tyre nclat relief drive tyre stocks higher
1411,LTIMindtree commences trading with its new name; stock down 1%,2022-12-05 00:00:00,-1,ltimindtree commences trading new stock 
1412,"Mahindra Finance up 6%, hits 52-week high on healthy disbursements in Nov",2022-12-05 00:00:00,1,mahindra finance hits week high healthy disbursements nov
1413,Kalyan Jewellers hits new high in a weak market; rallies 18% in 4 days,2022-12-05 00:00:00,1,kalyan jewellers hits new high weak market rallies days
1414,TVS Motor dips 3% after 2.6 million shares change hands on BSE,2022-12-05 00:00:00,-1,tvs motor dips million shares change hands bse
1415,ESIC to invest up to 15 per cent surplus funds in equity through ETFs,2022-12-05 00:00:00,0,esic invest cent surplus funds equity etfs
1416,"Sensex, Nifty end flat after volatile day; Metal index up 2%, RIL down 1.5%",2022-12-05 00:00:00,-1,sensex nifty end flat volatile day metal index ril 
1417,"Stocks to Watch: ONGC, Oil India, Hatsun Agro, Inox Green, Indus Towers",2022-12-05 00:00:00,1,stocks watch ongc oil india hatsun agro inox green indus towers
1418,"Street Signs: Likely shift to broader market, PVC pipe firms to gain & more",2022-12-05 00:00:00,1,street signs likely shift broader market pvc pipe firms gain 
1419,Average SIP ticket size shrinks 23% in over 3 years despite rising inflows,2022-12-05 00:00:00,-1,average sip ticket size shrinks years despite rising inflows
1420,ICICI Prudential Equity & Debt Fund: An outperformer in hybrid category,2022-12-05 00:00:00,1,icici prudential equity debt fund outperformer hybrid category
1421,"Listed real estate majors home in on market-share gains, price hikes",2022-12-05 00:00:00,1,listed real estate majors home market share gains price hikes
1422,"FPIs turn net buyers in November, invest Rs 36,329 cr in equities",2022-12-04 00:00:00,0,fpis turn net buyers november invest rs cr equities
1423,Mcap of 8 of top-10 most valued firms climb Rs 1.15 trn; RIL biggest winner,2022-12-04 00:00:00,1,mcap valued firms climb rs trn ril biggest winner
1424,NSE launches new Nifty Bharat Bond Index: Check details here,2022-12-02 00:00:00,0,nse launches new nifty bharat bond index check details 
1425,"Busy buying: FPIs bet big on India and Asia in November, shows data",2022-12-02 00:00:00,0,busy buying fpis bet big india asia november shows data
1426,"Sensex, Nifty snap eight-day winning streak ahead of US jobs data",2022-12-02 00:00:00,0,sensex nifty snap day winning streak ahead jobs data
1427,Bajaj Hindustan Sugar zooms 20% on payment of entire overdues,2022-12-02 00:00:00,1,bajaj hindustan sugar zooms payment entire overdues
1428,Venus Pipes gains 6% as Himalaya Finance buys 5 mn shares via open market,2022-12-02 00:00:00,1,venus pipes gains himalaya finance buys mn shares open market
1429,"Auto shares trade weak post November sales; Eicher, M&M down up to 3%",2022-12-02 00:00:00,-1,auto shares trade weak post november sales eicher m 
1430,Risk-reward favourable for Paytm; may rise more than 100% in 1 yr: Analysts,2022-12-02 00:00:00,1,risk reward favourable paytm rise yr analysts
1431,Tata Steel hits over 3-month high in a weak market; stock up 6% in 4 days,2022-12-02 00:00:00,1,tata steel hits month high weak market stock days
1432,"Chris Wood rejigs India portfolio; adds Macrotech Developers, Adani Ports",2022-12-02 00:00:00,0,chris wood rejigs india portfolio adds macrotech developers adani ports
1433,Skipper locked at 20% upper limit on heavy volumes; zooms 53% in two weeks,2022-12-02 00:00:00,1,skipper locked upper limit heavy volumes zooms weeks
1434,"ONGC, Oil India jump up to 3% on sharp cut in windfall tax",2022-12-02 00:00:00,1,ongc oil india jump sharp cut windfall tax
1435,PB Fintech surges 6% after 5% equity changes hands on the NSE,2022-12-02 00:00:00,-1,pb fintech surges equity changes hands nse
1436,"Stocks to Watch: PB Fintech, NMDC, Axis Bank, Yes Bank, ONGC, Auto, Airline",2022-12-02 00:00:00,1,stocks watch pb fintech nmdc axis bank yes bank ongc auto airline
1437,"Sensex snaps 8-day winning run, ends 415 pts lower; IT, Auto stocks weigh",2022-12-02 00:00:00,-1,sensex snaps day winning run ends pts lower auto stocks weigh
1438,Kalyani Group promoter pays Rs 3 lakh to settle case with Sebi,2022-12-01 00:00:00,-1,kalyani group promoter pays rs lakh settle case sebi
1439,"Sensex, Nifty end at record closing highs, rally for the eighth day",2022-12-01 00:00:00,1,sensex nifty end record closing highs rally eighth day
1440,Sebi asks mutual funds to take action against fake Telegram groups,2022-12-01 00:00:00,0,sebi asks mutual funds action fake telegram groups
1441,Sebi permits brokers to extend margin trading facility to equity ETFs,2022-12-01 00:00:00,0,sebi permits brokers extend margin trading facility equity etfs
1442,"Zomato extends gain, up 5% in 2 days after Alibaba sold 263 million shares",2022-12-01 00:00:00,1,zomato extends gain days alibaba sold million shares
1443,This beverages company's stock has zoomed 54% in 6 days; hits 5-year high,2022-12-01 00:00:00,1,beverages company stock zoomed days hits year high
1444,"Stock performance remains polarized even as Sensex, Nifty scale new highs",2022-12-01 00:00:00,1,stock performance remains polarized sensex nifty scale new highs
1445,"TCS, Tata Coffee: 5 Tata Group stocks that you can bet on for a good return",2022-12-01 00:00:00,1,tcs tata coffee tata group stocks bet good return
1446,Proposed gas price revision to bring short-term relief to CGDs: Analysts,2022-12-01 00:00:00,1,proposed gas price revision bring short term relief cgds analysts
1447,BLS Int'l at new high on fixing record date for 1:1 bonus; up 12% in 2 days,2022-12-01 00:00:00,1,bls int new high fixing record date bonus days
1448,"Cement shares in focus; JK Lakshmi, Dalmia, JK Cement up over 12% in 1 mth",2022-12-01 00:00:00,1,cement shares focus jk lakshmi dalmia jk cement mth
1449,Likhitha Infra soars 22% in two days as Ashish Kacholia buys 2% stake,2022-12-01 00:00:00,1,likhitha infra soars days ashish kacholia buys stake
1450,"Nifty IT index surges 2%; Infy, TCS, Tech Mahindra, Coforge gain up to 3%",2022-12-01 00:00:00,1,nifty index surges infy tcs tech mahindra coforge gain 
1451,"Nifty on track to hit 20,000; Sensex target at 70,000 levels: Analysts",2022-12-01 00:00:00,1,nifty track hit sensex target levels analysts
1452,"NSE, SGX aim to start joint derivatives project by second quarter",2022-12-01 00:00:00,1,nse sgx aim start joint derivatives project second quarter
1453,"Stocks to Watch: TCS, KPI Green, Siemens, Alstom India, Apollo Hospitals",2022-12-01 00:00:00,1,stocks watch tcs kpi green siemens alstom india apollo hospitals
1454,"Benchmarks extend record breaking run; Nifty tops 18,800; IT, metals shine",2022-12-01 00:00:00,1,benchmarks extend record breaking run nifty tops metals shine
1455,"Market regulator Sebi bars FWCS, its directors from markets for 1 year",2022-11-30 00:00:00,0,market regulator sebi bars fwcs directors markets year
1456,"Food delivery firm Zomato stake sale fetches Rs 1,631 crore for Alibaba",2022-11-30 00:00:00,0,food delivery firm zomato stake sale fetches rs crore alibaba
1457,NSE IFSC-SGX Connect full scale operation targeted for Q2 of 2023,2022-11-30 00:00:00,1,nse ifsc sgx connect scale operation targeted 
1458,"D-Street throws Thanksgiving party in November; Sensex, Nifty up 10%",2022-11-30 00:00:00,0,d street throws thanksgiving party november sensex nifty 
1459,Dharmaj Crop IPO subscribed 36 times; promising start for Uniparts,2022-11-30 00:00:00,1,dharmaj crop ipo subscribed times promising start uniparts
1460,Sebi penalises 15 firms for manipulating Parichay Investments stock prices,2022-11-30 00:00:00,-1,sebi penalises firms manipulating parichay investments stock prices
1461,Indian markets log new highs even as global peers stare at losses,2022-11-30 00:00:00,1,indian markets log new highs global peers stare losses
1462,Gland Pharma stock seen underperforming after acquiring France's Cenexi,2022-11-30 00:00:00,1,gland pharma stock seen underperforming acquiring france cenexi
1463,"Scaling a new peak: FPIs, global cues propel Sensex past 63,000 mark",2022-11-30 00:00:00,1,scaling new peak fpis global cues propel sensex past mark
1464,Sebi reduces timeline to list debt securities issued on pvt placement basis,2022-11-30 00:00:00,0,sebi reduces timeline list debt securities issued pvt placement basis
1465,"IGL, MGL: Parikh recommendations may trigger up to 11% rally in gas stocks",2022-11-30 00:00:00,1,igl mgl parikh recommendations trigger rally gas stocks
1466,Investment opportunities in space cooling to be $1.5 trn by 2040 in India,2022-11-30 00:00:00,1,investment opportunities space cooling trn india
1467,"IGL, MGL gain up to 4% post Kirit Parikh panel gas pricing recommendations",2022-11-30 00:00:00,1,igl mgl gain post kirit parikh panel gas pricing recommendations
1468,"Hotel shares in demand; TajGVK, Lemon Tree, Oriental Hotel rally up to 9%",2022-11-30 00:00:00,1,hotel shares demand tajgvk lemon tree oriental hotel rally 
1469,"Tata Steel, Hindalco: Golden Cross breakout can trigger bull-run in metals",2022-11-30 00:00:00,1,tata steel hindalco golden cross breakout trigger bull run metals
1470,This newly listed SME stock has zoomed 107% against its issue price,2022-11-30 00:00:00,1,newly listed sme stock zoomed issue price
1471,"After the runaway rally, analysts say shift from PSBs to private peers",2022-11-30 00:00:00,1,runaway rally analysts shift psbs private peers
1472,Gland Pharma enters into agreement to acquire Cenexi; stock slips 5%,2022-11-30 00:00:00,-1,gland pharma enters agreement acquire cenexi stock slips 
1473,"JK Lakshmi Cement hits record high, stock soars 28% in November",2022-11-30 00:00:00,1,jk lakshmi cement hits record high stock soars november
1474,Uniparts India IPO: Here's why analysts recommend subscribing to the issue,2022-11-30 00:00:00,0,uniparts india ipo analysts recommend subscribing issue
1475,353 million shares of Zomato change hands on NSE; stock trades firm,2022-11-30 00:00:00,1, million shares zomato change hands nse stock trades firm
1476,Our goal will be to go public within the next three years: Mohit Batra,2022-11-30 00:00:00,0,goal public years mohit batra
1477,"Sensex hits 63K, gains 418pts; Nifty ends at record high of 18,750",2022-11-30 00:00:00,1,sensex hits gains pts nifty ends record high 
1478,"Stocks to Watch: Zomato, SBI, Adani Group, Britannia, ONGC, Gland Pharma",2022-11-30 00:00:00,1,stocks watch zomato sbi adani group britannia ongc gland pharma
1479,Global investors bullish on Indian equities market despite 86% premium: UBS,2022-11-29 00:00:00,0,global investors bullish indian equities market despite premium ubs
1480,NSEL scam: Sebi bans five major commodity brokers for six months,2022-11-29 00:00:00,0,nsel scam sebi bans major commodity brokers months
1481,Sebi launches investigation against finfluencer P R Sundar and his son,2022-11-29 00:00:00,0,sebi launches investigation finfluencer r sundar son
1482,"Key challenge for new BSE chief: Keep NSE, rival he helped build, in check",2022-11-29 00:00:00,0,key challenge new bse chief nse rival helped build check
1483,"Market regulator Sebi plans simplified BRSR, ESG rating regulations",2022-11-29 00:00:00,0,market regulator sebi plans simplified brsr esg rating regulations
1484,"Sebi sets up three panels to push market reforms, ease of doing business",2022-11-29 00:00:00,0,sebi sets panels push market reforms ease business
1485,"Sebi overhauls advisory panels on FPIs, social stock exchange",2022-11-29 00:00:00,0,sebi overhauls advisory panels fpis social stock exchange
1486,JK Tyre hits all-time high; share price more than doubles in 5 months,2022-11-29 00:00:00,1,jk tyre hits time high share price doubles months
1487,Stock brokers' body seeks industry status for registered mkt intermediaries,2022-11-29,0,
1488,Cosmo First soars 17% in 2 days on company's share buyback plan,2022-11-29,1,
1489,"IDBI Bank hits 52-week high, rallies 15% in four days on heavy volumes",2022-11-29,1,
1490,"Nifty IT in pullback mode: Infosys, HCL Tech, KPIT can rally up to 15%",2022-11-29,1,
1491,"FMCG index surges nearly 2%; ITC, Dabur, Marico, HUL, GCPL rally up to 6%",2022-11-29,1,
1492,"Crude oil prices can rise up to $110 a barrel in 2023, say analysts",2022-11-29,1,
1493,"VA Tech Wabag surges 10% in two days, nears 52-week high on stable outlook",2022-11-29,1,
1494,"Valuation, capital gains tax treatment key risks for the market: Analysts",2022-11-29,0,
1495,"Laurus Labs hits 52-week low, tanks 7% on margin concerns",2022-11-29,-1,
1496,"Stocks to Watch: HCL Tech, Lupin, Fusion Micro Fin, Five-Star, NBCC, PNB",2022-11-29,1,
1497,"ICICI Bank, HUL, ITC help lift Sensex 177 pts, Nifty above 18,600; PSBs dip",2022-11-29,1,
1498,Indices log new record highs buoyed by RIL; Sensex rises 211 points,2022-11-28,1,
1499,Sebi gives nod to appointment of Ramamurthy as MD & CEO of BSE,2022-11-28,0,
1500,"Over Rs 5,000-cr IPOs may hit mkts in Dec as investor sentiment perks up",2022-11-28,-1,
1501,Drop in share of advisory assets in PMS funds during past 12 months,2022-11-28,-1,
1502,Blocked 700 crypto accounts between April-Sep over irregularities: WazirX,2022-11-28,0,
1503,"Dharmaj Crop IPO subscribed 1.8x on Day-1, QIB portion not fully covered",2022-11-28,1,
1504,Settlement scheme to be extended for 150 brokers from December 19,2022-11-28,0,
1505,"Budget wish list: Brokers body wants STT rebate, Rs 1 lakh STCG exemption",2022-11-28,0,
